Date,Latitude,Longitude,Wind_Speed,Wave_Height,Temperature,Visibility,Pressure,Ocean_Current
2026-01-02,0.2758,99.9697,13.4,2.0,28.6,13.1,1012.3,1.44
2026-01-02,4.2294,104.5681,14.3,1.78,27.2,7.8,1014.9,0.75
2026-01-02,21.7018,121.3592,17.4,2.71,19.8,14.9,996.6,1.62
2026-01-02,-35.9272,153.3024,27.3,3.08,12.3,10.9,1002.2,2.33
2026-01-02,-40.5115,143.2993,24.3,2.39,11.2,10.7,1019.0,1.19
2026-01-02,21.0894,72.6339,12.8,2.11,20.4,7.8,1007.4,1.43
2026-01-02,10.0837,77.8161,19.6,2.08,23.3,11.1,1001.2,1.68
2026-01-03,3.9924,103.032,9.5,1.27,26.3,11.5,1013.6,1.24
2026-01-03,32.1734,122.7692,14.2,2.81,14.4,9.7,1019.9,2.32
2026-01-03,28.6202,121.6759,23.8,1.51,15.5,8.1,1016.5,1.79
2026-01-03,20.1849,114.723,13.9,2.83,19.7,10.7,1018.4,1.78
2026-01-03,32.8262,128.5624,28.1,2.95,15.6,13.2,1008.5,1.65
2026-01-03,25.0564,111.9772,19.8,2.26,16.5,14.5,1020.2,1.26
2026-01-03,35.7262,142.1773,15.8,2.58,15.0,8.0,1006.6,1.52
2026-01-03,37.7399,139.6627,19.6,3.3,15.0,13.1,1003.2,2.32
2026-01-03,5.8229,101.1171,11.0,1.63,26.5,13.0,1004.0,1.74
2026-01-03,3.5262,104.8202,24.4,1.95,25.4,12.0,1003.7,0.96
2026-01-03,23.6615,123.1894,22.2,2.95,18.8,12.6,1004.7,0.45
2026-01-03,-34.7554,151.0915,22.3,2.71,14.2,13.0,1020.2,0.83
2026-01-03,-35.7298,146.8129,21.7,1.64,12.7,12.4,1001.0,1.85
2026-01-03,16.9155,71.6712,14.5,2.6,22.2,9.4,1017.6,0.27
2026-01-03,14.9669,77.8856,24.8,2.39,23.6,12.9,1011.8,0.72
2026-01-04,2.9961,105.6449,13.3,2.0,28.5,10.1,1023.7,2.35
2026-01-04,30.1063,121.7864,12.2,1.9,16.8,13.2,1021.1,2.03
2026-01-04,32.3372,122.7718,23.3,2.8,15.6,11.8,1018.3,2.32
2026-01-04,21.3082,112.1225,22.4,1.59,18.4,11.1,1006.3,1.14
2026-01-04,35.5192,126.856,22.7,2.02,13.5,12.7,999.6,0.54
2026-01-04,21.2551,111.4745,26.7,2.32,20.4,10.9,1012.2,0.99
2026-01-04,37.3804,138.5575,16.7,1.94,11.7,11.0,1007.5,1.38
2026-01-04,32.9954,137.9652,16.0,2.1,14.6,8.7,1017.6,1.37
2026-01-04,5.9798,103.3421,25.5,0.95,26.4,10.6,1022.1,1.55
2026-01-04,2.0888,106.3024,19.9,1.39,28.9,14.6,1006.6,1.39
2026-01-04,21.3243,122.7694,24.8,1.91,20.9,10.6,996.3,2.18
2026-01-04,-35.7137,151.2927,28.9,1.88,15.9,11.3,995.2,0.34
2026-01-04,-36.7916,146.6046,27.6,2.34,12.1,11.3,1016.1,2.35
2026-01-04,20.6011,73.8309,26.7,2.53,18.6,10.7,1005.0,0.39
2026-01-04,10.4083,82.036,18.9,2.01,22.9,9.1,1006.6,1.59
2026-01-05,0.8884,100.9533,19.6,1.73,28.2,11.9,1017.7,1.49
2026-01-05,32.4357,118.9092,28.1,1.7,16.5,9.4,997.6,1.88
2026-01-05,29.4944,120.9147,23.2,2.26,16.7,8.1,1006.7,1.95
2026-01-05,22.8174,116.8187,13.5,2.46,20.8,13.4,1016.9,1.02
2026-01-05,37.8764,129.3967,22.5,1.85,11.3,11.8,1011.1,2.28
2026-01-05,21.1474,115.6592,26.2,1.85,19.4,12.2,1010.4,0.55
2026-01-05,34.0009,141.6588,15.8,1.86,16.0,13.8,1020.5,2.25
2026-01-05,38.4096,139.4056,22.5,2.15,11.3,7.8,1016.8,1.27
2026-01-05,1.9851,99.1693,19.4,1.01,27.7,14.2,1004.5,1.19
2026-01-05,2.0601,102.3831,18.2,1.81,26.7,9.5,1007.8,0.21
2026-01-05,21.1044,118.6306,23.4,2.01,21.2,8.1,1017.0,2.13
2026-01-05,-34.0917,150.3617,17.7,2.5,13.4,11.9,1020.3,2.09
2026-01-05,-39.9736,145.1948,17.8,3.2,10.8,7.6,995.6,1.32
2026-01-05,16.1371,73.4428,17.0,2.16,23.3,11.4,1011.3,2.4
2026-01-05,12.9153,81.9219,15.9,1.47,24.1,12.9,1003.7,1.22
2026-01-06,1.3527,103.2327,16.7,1.96,28.9,13.5,1013.4,0.56
2026-01-06,31.3152,121.151,15.2,3.11,16.5,14.7,1017.1,1.26
2026-01-06,29.0211,119.8569,20.2,1.55,16.2,7.3,1001.2,2.2
2026-01-06,21.7106,113.8759,18.6,1.36,21.5,9.6,1016.1,1.35
2026-01-06,37.1575,131.0848,17.4,2.55,12.2,12.2,1006.0,1.64
2026-01-06,24.3321,114.2694,17.6,2.88,18.6,9.8,1021.0,1.27
2026-01-06,35.5689,140.2756,21.3,1.83,12.8,7.6,1014.3,0.67
2026-01-06,33.5651,138.8113,24.7,1.75,13.9,13.5,1016.6,1.26
2026-01-06,2.8729,99.6642,11.1,2.28,25.0,7.3,1012.2,0.55
2026-01-06,2.1392,100.7841,18.0,0.94,26.2,8.4,1023.7,1.52
2026-01-06,23.0089,117.4131,23.3,2.44,18.2,7.7,1008.5,2.38
2026-01-06,-31.665,149.2327,26.3,2.53,16.9,13.6,1000.5,1.65
2026-01-06,-39.2265,146.3082,19.1,2.44,13.1,8.8,1006.6,0.44
2026-01-06,17.164,75.1091,18.9,1.9,19.9,7.8,1009.3,1.55
2026-01-06,10.3169,81.9739,17.9,1.23,23.9,8.0,1013.1,2.02
2026-01-07,3.6721,105.5012,19.5,1.77,26.1,7.3,1010.9,0.7
2026-01-07,33.0442,123.211,18.9,2.54,16.1,13.1,1015.9,0.41
2026-01-07,27.6716,121.4068,15.6,2.88,16.4,14.0,1007.3,0.62
2026-01-07,23.798,115.7944,21.0,1.53,16.8,12.2,1015.6,0.89
2026-01-07,34.3532,127.0043,23.7,1.99,16.1,10.4,1006.0,0.81
2026-01-07,23.4029,115.6992,18.1,2.65,18.8,10.0,1011.6,0.76
2026-01-07,34.5161,138.7164,24.6,2.82,16.0,12.3,1017.4,1.18
2026-01-07,36.6396,137.6088,16.5,2.3,13.1,11.4,1015.9,1.75
2026-01-07,0.9644,104.1874,8.2,0.98,26.2,14.4,1008.1,0.34
2026-01-07,-0.3074,101.0292,8.7,1.46,29.8,11.9,1010.6,1.77
2026-01-07,23.2121,122.9757,25.0,2.4,18.7,8.6,1014.7,1.97
2026-01-07,-35.1528,148.411,22.9,2.46,13.3,8.4,996.1,0.73
2026-01-07,-40.8119,142.9078,30.4,3.03,11.5,10.2,1012.6,1.34
2026-01-07,20.3715,70.3632,12.2,1.74,21.4,14.3,1005.4,2.32
2026-01-07,11.7417,80.9089,12.9,2.64,23.7,9.1,1007.2,0.43
2026-01-08,-1.2754,102.6175,24.3,2.19,29.3,14.0,1019.4,1.46
2026-01-08,32.3956,124.27,21.9,2.83,16.4,14.7,1008.8,1.21
2026-01-08,30.3893,118.7081,14.0,1.59,16.7,15.0,1015.3,0.71
2026-01-08,21.4375,116.7906,19.6,1.29,21.0,9.0,997.8,1.68
2026-01-08,37.106,126.5318,28.8,2.43,13.0,14.2,1003.1,2.28
2026-01-08,23.4179,116.629,19.6,1.66,19.8,14.0,1001.2,0.65
2026-01-08,34.1744,140.3619,15.2,1.74,16.4,12.4,1014.9,1.55
2026-01-08,37.0292,139.8868,13.7,2.44,14.1,10.9,1024.6,2.17
2026-01-08,5.2126,101.3448,25.4,2.47,25.1,8.8,1012.3,0.32
2026-01-08,3.1576,103.4189,17.6,1.72,26.3,12.5,1000.2,2.35
2026-01-08,23.8168,120.0618,22.9,1.35,17.6,11.6,1004.8,1.55
2026-01-08,-35.3106,151.5007,16.7,2.39,14.7,9.9,1010.0,0.66
2026-01-08,-36.6093,144.197,27.4,2.09,12.5,8.0,1012.3,0.7
2026-01-08,16.5491,71.5712,14.2,1.9,21.1,8.2,1023.8,0.53
2026-01-08,14.9167,78.3303,18.5,2.82,23.6,11.1,1016.6,1.93
2026-01-09,0.0905,104.2248,17.7,1.48,28.7,7.5,1019.4,1.25
2026-01-09,32.0096,121.1728,18.0,2.12,15.8,14.5,1002.7,0.24
2026-01-09,27.5957,123.7482,28.1,1.75,17.6,12.2,1000.2,1.92
2026-01-09,21.6738,115.0971,19.2,2.53,21.1,10.0,1003.6,1.59
2026-01-09,33.0487,127.0811,26.1,2.11,15.7,11.6,1020.5,0.36
2026-01-09,20.2913,112.5387,16.1,1.75,19.2,12.2,1003.1,1.18
2026-01-09,37.853,138.8293,23.0,3.28,12.9,8.5,995.7,1.8
2026-01-09,36.4158,142.2806,24.8,1.75,12.5,7.8,996.9,2.13
2026-01-09,3.2906,98.5582,15.2,2.17,25.1,9.1,999.7,1.64
2026-01-09,3.6748,102.4052,12.7,1.36,27.1,8.1,1020.2,0.26
2026-01-09,23.6086,122.4636,16.7,2.13,20.7,11.3,1003.2,1.18
2026-01-09,-31.0515,152.395,15.1,2.51,16.4,12.1,1011.9,1.35
2026-01-09,-36.9764,143.8211,18.8,2.54,14.8,10.5,1006.0,0.77
2026-01-09,17.7713,69.9521,24.2,2.64,20.5,10.8,995.2,2.23
2026-01-09,15.7644,80.1331,10.3,1.88,21.0,8.8,995.2,1.02
2026-01-10,0.7607,104.2153,14.8,1.09,28.7,10.1,1006.4,0.78
2026-01-10,30.7639,119.9111,25.1,3.03,17.3,12.5,1003.5,1.83
2026-01-10,31.7212,121.0214,26.7,1.82,14.8,12.1,1013.5,0.8
2026-01-10,23.2796,112.1846,11.4,1.4,19.1,8.5,998.1,0.79
2026-01-10,36.4708,130.4382,16.8,1.87,13.8,9.7,1004.3,1.96
2026-01-10,25.3071,113.9515,24.8,1.92,19.5,14.6,996.7,1.91
2026-01-10,33.1045,139.4712,15.7,2.97,16.4,13.6,998.7,1.89
2026-01-10,33.9375,141.2654,20.1,2.81,12.9,10.7,1018.1,1.35
2026-01-10,5.8927,101.237,20.4,1.46,25.0,12.0,996.3,2.26
2026-01-10,1.4876,102.0689,19.1,1.17,29.0,13.9,1001.5,0.45
2026-01-10,23.4248,119.2485,14.0,1.79,17.4,13.3,995.3,0.29
2026-01-10,-32.1679,151.0609,22.4,2.15,13.8,8.3,997.7,1.56
2026-01-10,-35.2285,147.9449,23.3,1.68,14.9,12.6,1018.7,0.48
2026-01-10,17.3459,75.8416,23.7,2.47,22.5,10.5,1000.8,1.72
2026-01-10,12.2317,78.0791,24.9,1.9,23.0,9.4,1015.9,0.62
2026-01-11,-0.59,102.9379,20.5,1.28,29.1,14.3,1011.6,0.35
2026-01-11,29.1606,120.2477,16.4,2.07,14.7,12.1,1006.4,0.61
2026-01-11,26.9806,123.685,24.8,1.81,18.4,12.3,1011.2,1.05
2026-01-11,22.6875,114.0432,20.4,2.35,18.5,12.1,998.3,1.35
2026-01-11,32.5797,131.0868,14.6,3.01,14.1,10.9,998.0,1.46
2026-01-11,24.3371,115.1169,20.2,2.53,17.6,9.9,1013.2,0.36
2026-01-11,38.2575,137.9027,21.5,3.16,11.4,13.4,996.8,1.43
2026-01-11,38.0732,139.1337,19.4,2.85,14.5,9.1,996.2,0.35
2026-01-11,1.8234,104.0676,24.6,1.01,28.2,11.3,1000.7,1.36
2026-01-11,-0.1454,104.301,11.1,2.08,27.6,7.8,1014.2,0.99
2026-01-11,22.3796,121.2929,26.0,1.58,18.0,10.2,1005.1,0.55
2026-01-11,-30.8782,150.8674,18.1,2.02,18.0,9.6,1006.2,1.88
2026-01-11,-38.2301,146.3183,23.4,2.61,12.0,13.1,1022.8,0.76
2026-01-11,21.7198,72.6365,17.6,2.52,21.5,11.8,1010.5,2.39
2026-01-11,11.8937,79.0727,13.4,2.52,21.5,13.6,1015.7,0.81
2026-01-12,1.6122,104.1899,24.0,1.1,25.5,9.8,999.2,1.01
2026-01-12,31.7234,119.8717,26.0,1.66,15.3,14.3,1017.0,1.79
2026-01-12,31.6257,119.5814,26.3,2.68,16.0,14.3,1012.9,0.86
2026-01-12,23.9278,114.5156,12.5,1.43,19.8,9.8,1019.5,1.12
2026-01-12,37.3866,131.2943,16.8,2.74,13.9,7.1,1018.3,1.04
2026-01-12,21.148,111.4165,20.0,1.52,19.8,8.8,996.5,1.81
2026-01-12,35.0335,139.324,22.8,2.44,13.3,9.3,1006.8,0.49
2026-01-12,32.939,140.0666,13.2,2.21,13.5,11.0,1018.2,0.49
2026-01-12,0.8092,101.7558,16.4,1.93,26.5,11.9,1017.1,0.74
2026-01-12,-1.2081,105.2096,13.7,2.4,25.9,12.4,1007.7,0.97
2026-01-12,21.5517,120.8647,11.3,1.8,21.6,11.9,1024.7,1.17
2026-01-12,-35.9939,148.4786,26.7,1.94,13.5,13.1,1020.6,0.45
2026-01-12,-40.4864,147.6567,29.2,3.18,13.5,7.1,1015.8,0.44
2026-01-12,18.6503,70.088,14.0,2.13,19.6,11.2,1002.8,1.26
2026-01-12,14.4622,78.1188,21.8,1.15,22.7,12.3,996.3,0.57
2026-01-13,-0.0056,105.5871,18.5,0.89,28.6,7.1,1006.7,0.8
2026-01-13,33.3429,122.4343,27.1,1.57,16.5,12.2,1001.9,1.04
2026-01-13,32.728,119.1416,17.7,3.0,15.4,8.5,1010.0,1.21
2026-01-13,25.1012,111.1868,15.6,2.26,17.6,10.1,999.7,0.96
2026-01-13,34.2911,129.827,16.6,3.23,14.7,13.5,1013.8,2.13
2026-01-13,24.6617,116.0586,11.8,2.29,17.5,8.2,1021.9,1.65
2026-01-13,33.203,138.9435,28.8,2.58,15.6,8.8,1002.2,0.54
2026-01-13,38.2669,142.0964,18.7,2.57,11.9,8.1,1011.2,1.96
2026-01-13,5.1755,100.254,20.7,1.81,24.5,15.0,1024.3,0.52
2026-01-13,3.9602,106.0517,13.9,1.84,28.3,7.9,1004.5,2.14
2026-01-13,23.9898,121.894,26.2,2.04,18.3,10.5,1023.0,2.17
2026-01-13,-31.2693,149.8521,25.4,1.68,14.6,13.1,1013.4,0.79
2026-01-13,-37.4113,143.3486,16.9,2.8,12.9,12.5,1009.3,1.31
2026-01-13,19.5782,74.2236,17.0,2.68,20.4,8.1,1000.8,0.27
2026-01-13,14.6699,77.3608,14.5,1.83,23.3,14.9,1017.7,0.35
2026-01-14,3.8529,106.7657,23.3,1.72,25.8,10.7,1002.4,1.09
2026-01-14,28.4814,122.8857,18.3,1.96,17.4,12.9,1012.8,1.36
2026-01-14,32.123,123.2655,21.1,2.28,16.8,7.3,1024.9,1.34
2026-01-14,21.9168,115.4689,20.4,2.16,20.0,7.4,1003.7,1.08
2026-01-14,34.0069,131.0413,20.4,2.27,15.2,7.4,1010.5,0.51
2026-01-14,24.2987,113.8796,23.5,1.53,19.7,14.5,1015.9,0.5
2026-01-14,35.1576,139.3556,15.7,2.58,15.2,8.6,1008.6,0.75
2026-01-14,36.594,142.081,26.4,2.83,12.3,7.9,1008.5,1.0
2026-01-14,3.1429,100.7045,21.9,1.74,28.6,10.0,1006.4,1.89
2026-01-14,3.8355,103.9419,19.7,1.14,28.0,8.4,1016.4,1.12
2026-01-14,21.4844,121.9132,18.5,2.34,18.1,8.1,1001.1,1.57
2026-01-14,-35.3501,150.9612,27.3,2.51,12.3,14.1,1002.1,1.5
2026-01-14,-37.9593,144.424,14.4,2.66,12.2,11.4,1013.6,1.43
2026-01-14,20.9014,70.245,13.3,2.38,18.0,13.8,1015.0,2.04
2026-01-14,11.8733,82.793,10.4,1.77,22.1,12.4,1013.3,1.72
2026-01-15,1.8601,105.5758,11.3,1.62,27.6,14.5,997.8,0.86
2026-01-15,30.4418,120.7473,13.2,2.2,16.4,9.3,999.0,1.73
2026-01-15,28.5148,121.7063,20.7,2.62,17.4,7.9,1016.9,1.58
2026-01-15,25.4662,113.9599,23.1,2.95,20.0,9.3,1013.3,0.9
2026-01-15,35.3319,132.0457,18.7,1.81,14.5,11.2,1014.0,1.28
2026-01-15,20.3987,114.8258,22.8,2.92,18.1,7.2,1013.8,0.46
2026-01-15,37.7646,141.4477,30.0,2.34,12.6,11.5,1014.1,0.22
2026-01-15,33.6508,138.3278,25.9,2.07,14.9,9.6,995.2,1.71
2026-01-15,2.0482,102.7464,18.7,0.9,25.9,9.6,1005.1,1.68
2026-01-15,3.859,105.3325,19.5,1.7,27.0,14.1,1011.1,0.94
2026-01-15,24.3312,119.7851,23.9,2.76,17.7,12.8,1004.5,1.38
2026-01-15,-35.6192,152.3223,26.3,3.1,13.6,14.8,1003.4,0.27
2026-01-15,-34.9119,145.7222,27.0,2.55,14.0,11.8,1020.9,1.85
2026-01-15,20.1815,71.8385,11.2,1.95,20.1,8.9,1008.6,2.29
2026-01-15,11.3795,79.0846,11.4,2.39,24.7,14.3,1008.3,0.25
2026-01-16,1.1862,103.8523,11.4,2.4,28.5,11.2,1018.3,0.52
2026-01-16,33.4612,123.4065,28.4,2.69,13.5,12.8,1008.8,1.77
2026-01-16,30.0024,118.5687,27.9,2.63,16.7,7.7,1009.0,0.3
2026-01-16,22.6666,115.0118,16.3,2.29,18.4,14.1,1004.6,0.62
2026-01-16,33.8395,127.9905,20.0,1.75,13.4,9.2,995.5,1.57
2026-01-16,22.4037,112.4089,16.9,1.84,17.9,12.6,1003.5,0.74
2026-01-16,33.1037,140.3299,18.2,2.29,13.6,10.8,1015.3,0.43
2026-01-16,32.7665,139.1968,15.4,2.54,15.6,13.7,1016.0,1.56
2026-01-16,1.8746,103.3047,20.4,1.98,27.4,14.8,1017.7,1.22
2026-01-16,-0.8472,105.4261,23.7,1.61,27.5,12.5,1016.3,1.22
2026-01-16,21.0175,118.6442,25.4,2.32,21.5,10.1,1016.0,1.66
2026-01-16,-32.1361,153.5037,20.0,1.57,15.4,9.8,1008.8,0.58
2026-01-16,-36.206,145.5897,15.0,1.78,15.2,13.4,1004.8,1.63
2026-01-16,20.7045,73.148,17.6,1.96,20.4,11.4,1024.2,1.04
2026-01-16,12.127,82.1542,19.7,2.4,23.0,13.3,1011.3,0.72
2026-01-17,2.2659,101.3193,24.1,1.83,27.1,11.7,1008.9,1.42
2026-01-17,33.1626,119.5307,28.7,1.66,13.5,13.5,1018.1,1.03
2026-01-17,29.8341,122.505,13.5,2.85,17.9,14.2,1014.1,0.2
2026-01-17,20.4235,111.9532,19.8,1.92,20.4,8.6,1015.4,0.9
2026-01-17,35.6013,131.5548,17.9,3.19,13.9,14.9,1005.3,0.4
2026-01-17,19.368,117.0879,17.5,1.45,19.6,10.0,1011.5,0.32
2026-01-17,36.8963,141.5748,19.0,3.08,15.1,8.9,1016.1,1.07
2026-01-17,34.3525,138.9347,19.1,2.49,15.3,10.8,1000.6,1.05
2026-01-17,5.5469,103.4398,11.4,2.62,26.5,8.1,997.2,0.23
2026-01-17,2.69,103.4692,15.8,2.54,25.3,12.1,1007.5,1.2
2026-01-17,24.3609,120.928,18.5,1.65,18.6,11.4,1008.5,0.98
2026-01-17,-35.7541,151.8367,22.6,3.03,13.0,11.0,1007.3,1.4
2026-01-17,-38.6118,147.8325,22.8,2.86,11.4,10.9,1015.7,0.51
2026-01-17,20.3377,75.853,27.4,2.58,20.0,7.6,1021.7,0.39
2026-01-17,12.9174,81.7208,26.0,1.22,23.5,13.4,1004.4,0.32
2026-01-18,0.3515,105.5231,16.0,1.68,27.7,12.9,1007.6,2.31
2026-01-18,33.0198,120.209,13.0,3.1,16.2,12.8,1011.9,0.34
2026-01-18,29.7073,119.5585,12.8,3.14,17.7,12.0,1003.6,0.38
2026-01-18,22.5767,116.1666,15.7,1.53,18.3,13.9,995.4,0.45
2026-01-18,33.2273,129.6262,15.0,2.3,16.3,9.1,1016.0,1.27
2026-01-18,24.1155,116.3415,17.0,1.48,17.2,14.5,999.6,1.29
2026-01-18,38.6377,141.2725,17.2,2.41,13.5,8.7,1017.0,0.96
2026-01-18,36.2973,141.1709,14.8,1.89,13.5,9.4,1017.4,1.86
2026-01-18,3.1951,100.6788,20.4,1.68,25.3,14.0,995.4,2.24
2026-01-18,1.0549,104.62,24.5,1.98,25.8,14.3,1014.1,2.3
2026-01-18,22.218,122.8097,25.6,1.86,18.4,7.8,1014.6,1.06
2026-01-18,-32.2299,152.7038,24.8,2.52,14.2,9.7,1015.7,0.6
2026-01-18,-37.5279,145.9999,27.1,1.65,11.8,7.8,1008.4,0.68
2026-01-18,17.6497,71.11,10.8,1.35,22.9,12.3,1020.1,2.29
2026-01-18,13.9112,81.5192,11.9,2.57,21.1,12.3,1022.0,1.45
2026-01-19,4.0933,106.228,20.4,1.32,26.3,14.5,1014.2,2.23
2026-01-19,29.8887,121.0356,27.3,2.77,15.7,8.3,997.2,1.91
2026-01-19,29.1651,120.5399,12.9,3.07,15.7,10.5,1009.8,2.24
2026-01-19,23.2049,112.1286,19.5,1.56,20.1,8.7,1014.3,2.21
2026-01-19,36.472,126.6953,14.1,2.58,12.8,10.6,1021.9,0.53
2026-01-19,23.1613,116.7668,22.4,1.77,19.8,14.2,1012.2,1.33
2026-01-19,38.3157,139.5944,20.5,3.09,14.2,13.3,1011.2,0.21
2026-01-19,38.1686,141.5459,21.3,2.61,14.9,9.9,1015.5,1.08
2026-01-19,3.7936,104.1529,10.0,1.79,28.4,7.6,1008.8,1.89
2026-01-19,2.2488,101.6087,9.0,1.5,25.9,12.6,1021.9,1.59
2026-01-19,21.7829,117.8106,21.7,2.53,18.1,8.5,1016.6,1.5
2026-01-19,-33.9334,148.5873,21.7,2.08,14.9,13.7,1008.5,2.39
2026-01-19,-40.5913,142.2994,26.8,1.77,10.7,13.5,1015.0,1.21
2026-01-19,20.0184,75.197,13.2,2.23,21.9,7.3,999.2,1.64
2026-01-19,12.91,82.7788,10.5,2.28,21.5,8.4,996.5,0.88
2026-01-20,3.0525,103.5891,11.3,1.87,28.1,7.9,1009.9,1.96
2026-01-20,29.5539,123.3004,19.2,2.84,18.4,12.4,1004.7,2.35
2026-01-20,30.3241,119.368,26.3,2.82,17.3,11.7,1005.1,0.47
2026-01-20,20.3905,113.5488,22.6,2.19,19.8,14.4,996.2,0.42
2026-01-20,37.2638,129.7502,26.2,1.65,13.5,7.1,1000.4,0.4
2026-01-20,23.2298,116.4909,18.2,2.69,20.1,12.5,1001.2,1.61
2026-01-20,35.8147,139.1225,28.7,2.63,12.2,8.4,1010.0,2.29
2026-01-20,36.2068,141.3335,18.7,1.61,12.9,7.9,1010.9,0.41
2026-01-20,2.1714,102.9668,17.5,1.22,28.2,12.3,1003.3,0.63
2026-01-20,3.1417,104.6605,24.9,1.68,25.5,12.4,996.3,1.62
2026-01-20,21.3377,119.9094,16.5,2.64,20.7,7.3,1017.2,2.23
2026-01-20,-35.8135,152.9223,21.0,1.79,15.7,12.8,1012.8,0.92
2026-01-20,-39.6211,146.0242,18.8,3.0,11.9,7.8,1017.1,2.11
2026-01-20,18.2031,71.2755,18.4,2.03,22.5,8.2,1022.8,1.2
2026-01-20,12.4067,78.0891,21.9,2.15,25.1,8.6,998.8,1.72
2026-01-21,-1.3518,101.671,22.7,1.61,26.2,9.7,1021.6,1.53
2026-01-21,32.9677,122.3017,22.8,1.82,17.1,13.8,997.6,2.09
2026-01-21,29.8036,124.518,22.0,2.89,15.5,12.8,1017.1,0.74
2026-01-21,21.5069,114.5347,26.0,2.28,18.2,11.6,995.2,2.36
2026-01-21,32.42,128.8995,25.4,1.58,15.5,10.8,1018.9,2.01
2026-01-21,22.0339,112.6125,20.4,1.31,20.4,14.6,999.0,0.85
2026-01-21,36.562,137.1947,21.0,2.13,14.6,13.9,1017.4,0.25
2026-01-21,35.1727,141.269,27.6,2.27,15.5,10.0,1008.9,1.59
2026-01-21,5.1623,98.8242,23.9,1.48,24.1,10.4,1003.1,2.28
2026-01-21,1.6166,105.3159,21.6,0.97,28.9,12.9,996.6,2.28
2026-01-21,23.6752,122.6293,13.0,1.95,19.3,9.9,1000.3,1.43
2026-01-21,-36.4668,152.4653,16.3,3.28,12.8,7.9,1009.4,2.27
2026-01-21,-37.3329,147.7177,16.5,2.9,12.4,9.8,1003.0,1.7
2026-01-21,17.6128,70.3317,16.2,2.02,21.3,8.0,1016.3,1.69
2026-01-21,13.2798,79.0243,20.3,2.45,24.6,13.5,1023.2,0.34
2026-01-22,3.6417,103.5992,9.8,2.41,25.7,14.7,998.3,0.81
2026-01-22,32.4129,121.4517,27.2,2.41,15.9,9.3,1024.1,1.39
2026-01-22,27.6605,120.6242,19.2,2.51,16.4,7.5,1021.2,0.71
2026-01-22,25.2278,114.9259,18.4,1.94,18.8,9.6,1012.8,1.73
2026-01-22,37.231,128.7471,18.1,1.85,14.7,8.4,1002.8,1.27
2026-01-22,25.1436,115.7879,12.2,1.96,18.0,8.3,1022.7,1.77
2026-01-22,34.3877,142.4895,26.9,2.74,15.3,8.2,1002.1,0.29
2026-01-22,34.3435,137.3968,17.0,1.88,14.9,7.3,1004.5,0.96
2026-01-22,2.2375,101.6392,11.1,1.36,28.8,10.2,1010.0,0.52
2026-01-22,1.1102,102.4703,8.2,2.08,29.5,9.7,1016.2,1.24
2026-01-22,21.3663,122.9655,27.5,2.25,18.3,11.5,1022.2,1.17
2026-01-22,-32.7339,152.5991,27.7,1.76,15.5,9.5,1007.0,2.05
2026-01-22,-38.1378,142.518,14.0,2.74,13.5,8.8,1023.1,0.81
2026-01-22,16.0852,73.182,17.7,2.3,20.1,11.1,1000.8,0.9
2026-01-22,13.7132,82.9311,25.3,1.72,21.3,13.8,1006.1,1.02
2026-01-23,-0.0018,102.9601,24.6,2.29,26.3,12.8,1008.3,2.38
2026-01-23,33.0525,120.2055,26.1,3.18,14.8,14.2,999.2,1.49
