Vessel_IMO,Ship_Type,Distance,Fuel_Consumed,Fuel_Type,CO2_Emissions
9800009,"Container - Feeder Max (3,500 TEU)",5847.3,1647.52,Bio-Methanol,741.38
9800010,"Container - Regional Feeder (1,800 TEU)",4973.5,859.76,Bio-Methanol,386.89
9800010,"Container - Regional Feeder (1,800 TEU)",7496.0,1174.65,Bio-Methanol,528.59
9800010,"Container - Regional Feeder (1,800 TEU)",2488.5,534.15,Bio-Methanol,240.37
9800010,"Container - Regional Feeder (1,800 TEU)",1044.2,193.28,Bio-Methanol,86.98
9800010,"Container - Regional Feeder (1,800 TEU)",19.2,3.85,Bio-Methanol,1.73
9800010,"Container - Regional Feeder (1,800 TEU)",9077.2,1592.56,Bio-Methanol,716.65
9800010,"Container - Regional Feeder (1,800 TEU)",9934.8,1919.35,Bio-Methanol,863.71
9800010,"Container - Regional Feeder (1,800 TEU)",5588.7,899.77,Bio-Methanol,404.9
9800010,"Container - Regional Feeder (1,800 TEU)",8395.2,1496.52,Bio-Methanol,673.43
9800010,"Container - Regional Feeder (1,800 TEU)",1539.8,375.09,Bio-Methanol,168.79
9800010,"Container - Regional Feeder (1,800 TEU)",7878.9,1818.49,Bio-Methanol,818.32
9800010,"Container - Regional Feeder (1,800 TEU)",4636.7,981.81,Bio-Methanol,441.81
9800010,"Container - Regional Feeder (1,800 TEU)",5768.9,1112.57,Bio-Methanol,500.66
9800011,Tanker - VLCC Class,5533.3,1944.14,LSMGO,6232.91
9800011,Tanker - VLCC Class,1760.2,635.72,LSMGO,2038.12
9800011,Tanker - VLCC Class,8916.8,3392.87,LSMGO,10877.54
9800011,Tanker - VLCC Class,11264.6,4575.66,LSMGO,14669.57
9800011,Tanker - VLCC Class,6864.9,3277.03,LSMGO,10506.16
9800011,Tanker - VLCC Class,7661.3,2535.0,LSMGO,8127.21
9800011,Tanker - VLCC Class,7561.4,3673.33,LSMGO,11776.7
9800011,Tanker - VLCC Class,9282.7,4344.04,LSMGO,13926.99
9800011,Tanker - VLCC Class,9472.9,3745.18,LSMGO,12007.05
9800011,Tanker - VLCC Class,5891.8,2893.49,LSMGO,9276.53
9800012,Tanker - Suezmax Class,5965.1,1194.52,LNG,3284.93
9800012,Tanker - Suezmax Class,3093.5,601.3,LNG,1653.57
9800012,Tanker - Suezmax Class,4801.5,926.18,LNG,2546.99
9800012,Tanker - Suezmax Class,10986.5,2370.23,LNG,6518.13
9800012,Tanker - Suezmax Class,6025.3,1298.14,LNG,3569.89
9800012,Tanker - Suezmax Class,5586.7,1127.49,LNG,3100.6
9800012,Tanker - Suezmax Class,7864.4,1798.24,LNG,4945.16
9800012,Tanker - Suezmax Class,3947.5,838.97,LNG,2307.17
9800012,Tanker - Suezmax Class,5975.5,1453.37,LNG,3996.77
9800012,Tanker - Suezmax Class,7626.1,1616.11,LNG,4444.3
9800012,Tanker - Suezmax Class,5319.5,1329.65,LNG,3656.54
9800012,Tanker - Suezmax Class,391.2,92.86,LNG,255.37
9800012,Tanker - Suezmax Class,6588.0,1252.56,LNG,3444.54
9800013,Tanker - Aframax Class,9350.3,4332.91,Ammonia,216.65
9800013,Tanker - Aframax Class,4801.5,1914.56,Ammonia,95.73
9800013,Tanker - Aframax Class,4753.4,2162.12,Ammonia,108.11
9800013,Tanker - Aframax Class,6508.3,2966.32,Ammonia,148.32
9800013,Tanker - Aframax Class,6202.7,2831.9,Ammonia,141.59
9800013,Tanker - Aframax Class,6860.8,2681.76,Ammonia,134.09
9800013,Tanker - Aframax Class,2218.1,846.07,Ammonia,42.3
9800013,Tanker - Aframax Class,6401.5,2612.18,Ammonia,130.61
9800013,Tanker - Aframax Class,3503.7,1681.99,Ammonia,84.1
9800013,Tanker - Aframax Class,8836.0,3631.58,Ammonia,181.58
9800013,Tanker - Aframax Class,5477.6,2815.62,Ammonia,140.78
9800013,Tanker - Aframax Class,1215.2,424.6,Ammonia,21.23
9800014,Tanker - MR2 Chemical Class,7953.4,817.0,Biofuel (B30),1781.06
9800014,Tanker - MR2 Chemical Class,7932.0,859.24,Biofuel (B30),1873.14
9800014,Tanker - MR2 Chemical Class,10754.9,1249.07,Biofuel (B30),2722.97
9800014,Tanker - MR2 Chemical Class,6094.8,633.69,Biofuel (B30),1381.44
9800014,Tanker - MR2 Chemical Class,4620.8,499.45,Biofuel (B30),1088.8
9800014,Tanker - MR2 Chemical Class,6929.5,818.75,Biofuel (B30),1784.88
9800014,Tanker - MR2 Chemical Class,5838.8,679.88,Biofuel (B30),1482.14
9800014,Tanker - MR2 Chemical Class,2894.2,269.25,Biofuel (B30),586.97
9800014,Tanker - MR2 Chemical Class,12548.1,1244.21,Biofuel (B30),2712.38
9800014,Tanker - MR2 Chemical Class,591.7,63.12,Biofuel (B30),137.6
9800014,Tanker - MR2 Chemical Class,6352.0,650.86,Biofuel (B30),1418.87
9800014,Tanker - MR2 Chemical Class,1180.0,118.61,Biofuel (B30),258.57
9800014,Tanker - MR2 Chemical Class,2509.7,242.8,Biofuel (B30),529.3
9800015,Reefer - Arctic Pioneer,7862.4,801.15,LSMGO,2568.49
9800015,Reefer - Arctic Pioneer,6767.4,819.11,LSMGO,2626.07
9800015,Reefer - Arctic Pioneer,7836.2,890.08,LSMGO,2853.6
9800015,Reefer - Arctic Pioneer,858.0,93.38,LSMGO,299.38
9800015,Reefer - Arctic Pioneer,5265.0,583.13,LSMGO,1869.51
9800015,Reefer - Arctic Pioneer,6199.4,647.39,LSMGO,2075.53
9800015,Reefer - Arctic Pioneer,8535.0,1010.69,LSMGO,3240.27
9800015,Reefer - Arctic Pioneer,6518.3,652.99,LSMGO,2093.49
9800015,Reefer - Arctic Pioneer,7110.6,702.98,LSMGO,2253.75
9800015,Reefer - Arctic Pioneer,4419.7,472.82,LSMGO,1515.86
9800015,Reefer - Arctic Pioneer,2967.0,351.03,LSMGO,1125.4
9800016,Reefer - Nordic Carrier,9223.2,815.26,LSMGO,2613.72
9800016,Reefer - Nordic Carrier,8651.6,598.69,LSMGO,1919.4
9800016,Reefer - Nordic Carrier,6588.0,504.08,LSMGO,1616.08
9800016,Reefer - Nordic Carrier,4780.3,351.09,LSMGO,1125.59
9800016,Reefer - Nordic Carrier,6896.6,397.33,LSMGO,1273.84
9800016,Reefer - Nordic Carrier,5660.9,316.26,LSMGO,1013.93
9800016,Reefer - Nordic Carrier,4590.9,258.57,LSMGO,828.98
9800016,Reefer - Nordic Carrier,8986.1,558.43,LSMGO,1790.33
9800016,Reefer - Nordic Carrier,6830.7,511.2,LSMGO,1638.91
9800016,Reefer - Nordic Carrier,5975.5,394.2,LSMGO,1263.81
9800016,Reefer - Nordic Carrier,5640.3,397.85,LSMGO,1275.51
9800016,Reefer - Nordic Carrier,9093.5,577.04,LSMGO,1849.99
9800016,Reefer - Nordic Carrier,6418.6,470.76,LSMGO,1509.26
9800016,Reefer - Nordic Carrier,6389.1,489.71,LSMGO,1570.01
9800016,Reefer - Nordic Carrier,10986.5,744.37,LSMGO,2386.45
9800017,General Cargo - Multi-Purpose Heavy Lift,6031.6,1002.91,Bio-Methanol,451.31
9800017,General Cargo - Multi-Purpose Heavy Lift,4652.2,1073.79,Bio-Methanol,483.21
9800017,General Cargo - Multi-Purpose Heavy Lift,7249.2,1270.95,Bio-Methanol,571.93
9800017,General Cargo - Multi-Purpose Heavy Lift,7582.4,1223.27,Bio-Methanol,550.47
9800017,General Cargo - Multi-Purpose Heavy Lift,1029.4,229.1,Bio-Methanol,103.09
9800017,General Cargo - Multi-Purpose Heavy Lift,3016.0,503.17,Bio-Methanol,226.43
9800017,General Cargo - Multi-Purpose Heavy Lift,19.2,4.15,Bio-Methanol,1.87
9800017,General Cargo - Multi-Purpose Heavy Lift,4636.7,979.56,Bio-Methanol,440.8
9800017,General Cargo - Multi-Purpose Heavy Lift,6909.3,1262.29,Bio-Methanol,568.03
9800017,General Cargo - Multi-Purpose Heavy Lift,8578.7,1852.88,Bio-Methanol,833.8
9800017,General Cargo - Multi-Purpose Heavy Lift,6919.1,1360.22,Bio-Methanol,612.1
9800018,General Cargo - Standard Box-Hold,1828.3,117.18,VLSFO,364.9
9800018,General Cargo - Standard Box-Hold,10829.9,701.78,VLSFO,2185.34
9800018,General Cargo - Standard Box-Hold,3966.6,274.52,VLSFO,854.86
9800018,General Cargo - Standard Box-Hold,7686.8,477.73,VLSFO,1487.65
9800018,General Cargo - Standard Box-Hold,6634.4,493.0,VLSFO,1535.2
9800018,General Cargo - Standard Box-Hold,4753.4,289.3,VLSFO,900.88
9800018,General Cargo - Standard Box-Hold,7876.7,402.92,VLSFO,1254.69
9800018,General Cargo - Standard Box-Hold,5667.4,437.08,VLSFO,1361.07
9800018,General Cargo - Standard Box-Hold,3819.9,261.24,VLSFO,813.5
9800018,General Cargo - Standard Box-Hold,4978.1,337.36,VLSFO,1050.54
9800018,General Cargo - Standard Box-Hold,5244.0,252.56,VLSFO,786.47
9800019,General Cargo - Green Multi-Carrier,4035.7,1178.45,Ammonia,58.92
9800019,General Cargo - Green Multi-Carrier,7661.3,1954.84,Ammonia,97.74
9800019,General Cargo - Green Multi-Carrier,10904.0,2740.3,Ammonia,137.02
9800019,General Cargo - Green Multi-Carrier,10080.2,2518.63,Ammonia,125.93
9800019,General Cargo - Green Multi-Carrier,2151.9,674.9,Ammonia,33.74
9800019,General Cargo - Green Multi-Carrier,11193.5,2676.24,Ammonia,133.81
9800019,General Cargo - Green Multi-Carrier,9134.3,2172.53,Ammonia,108.63
9800019,General Cargo - Green Multi-Carrier,3209.5,826.48,Ammonia,41.32
9800019,General Cargo - Green Multi-Carrier,4484.0,940.56,Ammonia,47.03
9800019,General Cargo - Green Multi-Carrier,7262.0,1685.35,Ammonia,84.27
9800019,General Cargo - Green Multi-Carrier,9473.8,2073.63,Ammonia,103.68
9800019,General Cargo - Green Multi-Carrier,5239.9,1443.06,Ammonia,72.15
9800019,General Cargo - Green Multi-Carrier,5611.8,1576.12,Ammonia,78.81
9800019,General Cargo - Green Multi-Carrier,5615.9,1136.55,Ammonia,56.83
9800020,Bulk Carrier - Capesize Class,6992.3,723.8,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,2148.6,256.48,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,9548.5,932.98,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,1192.1,112.98,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,9417.2,828.51,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,11439.9,1167.38,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,4282.3,397.57,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,3990.1,448.15,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,10829.9,1300.78,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,5891.8,659.91,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,1215.2,103.44,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,2630.4,233.74,Hydrogen,0.0
9800020,Bulk Carrier - Capesize Class,7249.2,618.64,Hydrogen,0.0
9800021,Bulk Carrier - Panamax Class,10276.1,1996.43,VLSFO,6216.88
9800021,Bulk Carrier - Panamax Class,10182.5,1680.68,VLSFO,5233.64
9800021,Bulk Carrier - Panamax Class,9548.5,1506.63,VLSFO,4691.65
9800021,Bulk Carrier - Panamax Class,3493.8,652.42,VLSFO,2031.64
9800021,Bulk Carrier - Panamax Class,5253.7,1001.74,VLSFO,3119.42
9800021,Bulk Carrier - Panamax Class,9073.9,1685.35,VLSFO,5248.18
9800021,Bulk Carrier - Panamax Class,7594.6,1586.25,VLSFO,4939.58
9800021,Bulk Carrier - Panamax Class,8687.2,1805.81,VLSFO,5623.29
9800021,Bulk Carrier - Panamax Class,1539.8,234.19,VLSFO,729.27
9800021,Bulk Carrier - Panamax Class,10278.3,1741.65,VLSFO,5423.5
9800021,Bulk Carrier - Panamax Class,6949.5,1240.83,VLSFO,3863.94
9800021,Bulk Carrier - Panamax Class,9934.8,1909.77,VLSFO,5947.02
9800021,Bulk Carrier - Panamax Class,5319.5,879.66,VLSFO,2739.26
9800021,Bulk Carrier - Panamax Class,3402.3,544.07,VLSFO,1694.23
9800022,Bulk Carrier - Supramax Class,8719.8,1223.19,VLSFO,3809.01
9800022,Bulk Carrier - Supramax Class,4759.1,555.14,VLSFO,1728.71
9800022,Bulk Carrier - Supramax Class,9122.0,1118.75,VLSFO,3483.79
9800022,Bulk Carrier - Supramax Class,6999.1,837.85,VLSFO,2609.06
9800022,Bulk Carrier - Supramax Class,7612.7,1069.03,VLSFO,3328.96
9800022,Bulk Carrier - Supramax Class,13255.8,1892.22,VLSFO,5892.37
9800022,Bulk Carrier - Supramax Class,11563.8,1394.86,VLSFO,4343.59
9800022,Bulk Carrier - Supramax Class,4950.6,553.2,VLSFO,1722.66
9800022,Bulk Carrier - Supramax Class,11393.3,1346.65,VLSFO,4193.47
9800022,Bulk Carrier - Supramax Class,8687.2,1130.02,VLSFO,3518.88
9800023,Bulk Carrier - Handysize Class,9546.7,1540.57,Bio-Methanol,693.26
9800023,Bulk Carrier - Handysize Class,1764.8,321.17,Bio-Methanol,144.53
9800023,Bulk Carrier - Handysize Class,1572.5,281.55,Bio-Methanol,126.7
9800023,Bulk Carrier - Handysize Class,7626.1,1145.79,Bio-Methanol,515.61
9800023,Bulk Carrier - Handysize Class,818.9,120.61,Bio-Methanol,54.27
9800023,Bulk Carrier - Handysize Class,7057.1,1120.42,Bio-Methanol,504.19
9800023,Bulk Carrier - Handysize Class,1689.7,244.6,Bio-Methanol,110.07
9800023,Bulk Carrier - Handysize Class,10182.5,1947.98,Bio-Methanol,876.59
9800023,Bulk Carrier - Handysize Class,10346.9,1586.61,Bio-Methanol,713.97
9800023,Bulk Carrier - Handysize Class,3634.9,783.65,Bio-Methanol,352.64
9800024,"Container - Ultra Large (24,000 TEU)",6506.2,1270.5,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",1764.8,365.49,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",11755.7,1771.99,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",6845.5,1277.58,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",9191.4,1676.16,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",12068.0,2031.28,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",6307.4,928.63,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",3975.2,728.74,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",3296.0,648.75,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",7305.4,1062.38,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",7626.1,1507.79,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",3886.2,810.44,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",5315.9,868.44,Hydrogen,0.0
9800024,"Container - Ultra Large (24,000 TEU)",934.9,142.66,Hydrogen,0.0
9800025,"Container - Neo-Panamax (15,000 TEU)",12158.9,4998.78,Biofuel (B30),10897.34
9800025,"Container - Neo-Panamax (15,000 TEU)",7661.3,2483.09,Biofuel (B30),5413.14
9800025,"Container - Neo-Panamax (15,000 TEU)",1707.2,887.92,Biofuel (B30),1935.67
9800025,"Container - Neo-Panamax (15,000 TEU)",5114.8,2584.61,Biofuel (B30),5634.45
9800025,"Container - Neo-Panamax (15,000 TEU)",1994.6,792.74,Biofuel (B30),1728.17
9800025,"Container - Neo-Panamax (15,000 TEU)",8809.8,3116.12,Biofuel (B30),6793.14
9800025,"Container - Neo-Panamax (15,000 TEU)",3658.0,1280.02,Biofuel (B30),2790.44
9800025,"Container - Neo-Panamax (15,000 TEU)",4858.4,2234.41,Biofuel (B30),4871.01
9800025,"Container - Neo-Panamax (15,000 TEU)",6848.5,2742.79,Biofuel (B30),5979.28
9800025,"Container - Neo-Panamax (15,000 TEU)",1760.2,585.02,Biofuel (B30),1275.34
9800025,"Container - Neo-Panamax (15,000 TEU)",7509.2,2372.65,Biofuel (B30),5172.38
9800025,"Container - Neo-Panamax (15,000 TEU)",4616.2,1602.0,Biofuel (B30),3492.36
9800025,"Container - Neo-Panamax (15,000 TEU)",5401.0,2519.12,Biofuel (B30),5491.68
9800026,"Container - Post-Panamax (8,500 TEU)",11252.8,4036.87,LNG,11101.39
9800026,"Container - Post-Panamax (8,500 TEU)",8719.8,2531.11,LNG,6960.55
9800026,"Container - Post-Panamax (8,500 TEU)",6919.1,2555.57,LNG,7027.82
9800026,"Container - Post-Panamax (8,500 TEU)",6165.4,1550.07,LNG,4262.69
9800026,"Container - Post-Panamax (8,500 TEU)",1050.4,329.42,LNG,905.91
9800026,"Container - Post-Panamax (8,500 TEU)",6357.5,2056.99,LNG,5656.72
9800026,"Container - Post-Panamax (8,500 TEU)",5098.4,1592.53,LNG,4379.46
9800026,"Container - Post-Panamax (8,500 TEU)",8428.2,1961.21,LNG,5393.33
9800026,"Container - Post-Panamax (8,500 TEU)",6903.8,1843.37,LNG,5069.27
9800026,"Container - Post-Panamax (8,500 TEU)",6199.4,1868.06,LNG,5137.16
9800026,"Container - Post-Panamax (8,500 TEU)",8836.0,2792.25,LNG,7678.69
9800026,"Container - Post-Panamax (8,500 TEU)",1764.8,430.06,LNG,1182.66
9800026,"Container - Post-Panamax (8,500 TEU)",8641.2,2911.7,LNG,8007.17
9800026,"Container - Post-Panamax (8,500 TEU)",3568.8,1101.33,LNG,3028.66
9800026,"Container - Post-Panamax (8,500 TEU)",6094.7,1559.9,LNG,4289.73
9800027,"Container - Panamax (5,000 TEU)",5670.5,1317.56,LSMGO,4224.1
9800027,"Container - Panamax (5,000 TEU)",11736.9,2152.33,LSMGO,6900.37
9800027,"Container - Panamax (5,000 TEU)",7057.1,1058.66,LSMGO,3394.06
